Match Name,Student,Group,Aggregate Matching Score,Category Scores - Student,Category Scores - Group,Category Score Difference,Match Summary (AI),Student - University,Group - Universities,Student - Degree,Group - Degrees,Student - Learning Habits,Group - Learning Habits,Student - Struggling Concepts,Group - Struggling Concepts,Student - Career Goals,Group - Career Trajectories,Student - Meet-up Distance,Group - Meet-up Distance,Student - Meet-up Mode,Group - Meet-up Mode,Aggregate Adjusted Score,Notes,Last Evaluated,Evaluator,Rank,Join Group
Aya Nakamura ↔ Anna Müller ↔ Pedro Alvarez,Aya Nakamura,Anna Müller ↔ Pedro Alvarez,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}","The student and group are perfectly matched across all assessed areas, with identical scores and no differences in any category. The maximum aggregate score reflects complete compatibility.",University of Michigan – Ann Arbor,"Cornell University, University of Michigan – Ann Arbor",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"10 miles, 10 miles",In Person,"In Person, In Person",,,,,2,
Aya Nakamura ↔ Linh Tran ↔ Pedro Alvarez,Aya Nakamura,Linh Tran ↔ Pedro Alvarez,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}","The student and group are perfectly matched across all assessed areas, with identical scores and no differences in any category. The maximum aggregate score reflects complete compatibility and alignment in academic background, habits, goals, and logistical considerations.",University of Michigan – Ann Arbor,"University of California, San Diego, University of Michigan – Ann Arbor",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"10 miles, 10 miles",In Person,"In Person, In Person",,,,,3,
Benjamin Cohen ↔ Amina Yusuf ↔ Julia Nowak,Benjamin Cohen,Amina Yusuf ↔ Julia Nowak,85,"{
  ""University"": 90,
  ""Degree"": 90,
  ""Learning Habits"": 90,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 90,
  ""Degree"": 90,
  ""Learning Habits"": 90,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}","The student and group show perfect alignment across all assessed areas, with no differences in any category scores. The high aggregate matching score reflects this strong compatibility, indicating an excellent match.","University of California, Los Angeles","Massachusetts Institute of Technology (MIT), Massachusetts Institute of Technology (MIT)",Biology,"Biology, Biology","Group study, flashcards","Group study, flashcards, Group study, flashcards",Genetics,"Genetics, Genetics",Research scientist,"Research scientist, Research scientist",8 miles,"8 miles, 8 miles",In Person,"In Person, In Person",,University mismatch (-15),,,1,
Benjamin Cohen ↔ Amina Yusuf ↔ Oscar Lindberg,Benjamin Cohen,Amina Yusuf ↔ Oscar Lindberg,85,"{
  ""University"": 90,
  ""Degree"": 90,
  ""Learning Habits"": 90,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 90,
  ""Degree"": 90,
  ""Learning Habits"": 90,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}","The student and group exhibit perfect alignment across all assessed areas, with identical scores and no differences in any category. The high aggregate matching score further supports strong overall compatibility.","University of California, Los Angeles","Massachusetts Institute of Technology (MIT), Massachusetts Institute of Technology (MIT)",Biology,"Biology, Biology","Group study, flashcards","Group study, flashcards, Group study, flashcards",Genetics,"Genetics, Genetics",Research scientist,"Research scientist, Research scientist",8 miles,"8 miles, 8 miles",In Person,"In Person, In Person",,University mismatch (-15),,,2,
Benjamin Cohen ↔ Jin Park ↔ Nia Williams,Benjamin Cohen,Jin Park ↔ Nia Williams,85,"{
  ""University"": 90,
  ""Degree"": 90,
  ""Learning Habits"": 90,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 90,
  ""Degree"": 90,
  ""Learning Habits"": 90,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}","Benjamin Cohen and the group show perfect alignment across all assessed areas, with no score differences, indicating highly compatible academic backgrounds, goals, and logistical preferences. The strong aggregate score further supports the suitability of this match.","University of California, Los Angeles","Georgia Institute of Technology, Stanford University",Biology,"Biology, Biology","Group study, flashcards","Group study, flashcards, Group study, flashcards",Genetics,"Genetics, Genetics",Research scientist,"Research scientist, Research scientist",8 miles,"8 miles, 8 miles",In Person,"In Person, In Person",,University mismatch (-15),,,3,
Carlos Ramirez ↔ Aisha Bello ↔ Noah Weber,Carlos Ramirez,Aisha Bello ↔ Noah Weber,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}","The student and group are perfectly matched across all assessed areas, with identical scores and no differences in any category. The maximum aggregate score reflects complete compatibility.",University of Illinois Urbana–Champaign,"University of Illinois Urbana–Champaign, University of Texas at Austin",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",10 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,1,
Carlos Ramirez ↔ Aisha Bello ↔ Leila Haddad,Carlos Ramirez,Aisha Bello ↔ Leila Haddad,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}","Carlos Ramirez and the group are perfectly matched across all assessed areas, with identical scores and no differences in any category. The maximum aggregate score confirms complete compatibility.",University of Illinois Urbana–Champaign,"University of Illinois Urbana–Champaign, Florida International University",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",10 miles,"10 miles, 10 miles",In Person,"In Person, In Person",,,,,2,
Carlos Ramirez ↔ Aisha Bello ↔ Sana Qureshi,Carlos Ramirez,Aisha Bello ↔ Sana Qureshi,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}","The student and group are perfectly matched across all assessed areas, with identical scores and no differences in any category. The maximum aggregate score reflects complete compatibility, indicating strong potential for a successful collaboration.",University of Illinois Urbana–Champaign,"University of Illinois Urbana–Champaign, Stanford University",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",10 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,3,
Chinonso Okafor ↔ Emily Clark ↔ Svetlana Ivanova,Chinonso Okafor,Emily Clark ↔ Svetlana Ivanova,95,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}","The student and group are perfectly aligned across all assessed areas, with identical scores and no differences in any category. The high aggregate matching score reflects this complete compatibility, indicating a strong potential for a successful match.",University of Miami,"University of Texas at Austin, Carnegie Mellon University",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",9 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,University mismatch (-5),,,1,
Chinonso Okafor ↔ Grace Lee ↔ Ravi Kumar,Chinonso Okafor,Grace Lee ↔ Ravi Kumar,95,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,University of Miami,"University of California, San Diego, University of California, San Diego",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",9 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,University mismatch (-5),,,2,
Chinonso Okafor ↔ Ivan Petrov ↔ Maya Sharma,Chinonso Okafor,Ivan Petrov ↔ Maya Sharma,95,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,University of Miami,"Carnegie Mellon University, University of California, Berkeley",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",9 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,University mismatch (-5),,,3,
Chloe Lewis ↔ David Schmitt ↔ Laura Richter,Chloe Lewis,David Schmitt ↔ Laura Richter,75,"{
  ""University"": 90,
  ""Degree"": 70,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 90
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 90
}","{
  ""University"": 20,
  ""Degree"": 30,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,University of Illinois Urbana–Champaign,"California Institute of Technology (Caltech), Florida International University",Drama,"Drama, Drama","Theatre productions, script analysis","Theatre productions, script analysis, Theatre productions, script analysis",,"Struggles with stage design, Struggles with stage design",Stage director,"Stage director, Stage director",10 miles,"10 miles, 10 miles",Hybrid,"In Person, Online",,University mismatch (-15),,,1,
Dariusz Kowalski ↔ Lucas Meyer ↔ Wei Zhang,Dariusz Kowalski,Lucas Meyer ↔ Wei Zhang,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Georgia Institute of Technology,"University of California, Berkeley, Georgia Institute of Technology",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"10 miles, 10 miles",In Person,"In Person, In Person",,,,,1,
Dariusz Kowalski ↔ Jacob Green ↔ Kevin Nguyen,Dariusz Kowalski,Jacob Green ↔ Kevin Nguyen,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Georgia Institute of Technology,"Cornell University, Georgia Institute of Technology",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,2,
Dariusz Kowalski ↔ Kevin Nguyen ↔ Mei Chen,Dariusz Kowalski,Kevin Nguyen ↔ Mei Chen,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Georgia Institute of Technology,"Georgia Institute of Technology, Stanford University",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"10 miles, 10 miles",In Person,"In Person, In Person",,,,,3,
David Kim ↔ Isabella Rossi ↔ Mina Hassan,David Kim,Isabella Rossi ↔ Mina Hassan,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Cornell University,"Cornell University, University of Miami",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",10 miles,"10 miles, 10 miles",In Person,"In Person, In Person",,,,,1,
David Kim ↔ Isabella Rossi ↔ Mariam Habib,David Kim,Isabella Rossi ↔ Mariam Habib,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Cornell University,"Cornell University, University of California, Berkeley",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",10 miles,"10 miles, 10 miles",In Person,"In Person, In Person",,,,,2,
David Kim ↔ Elena Popova ↔ Mustafa Demir,David Kim,Elena Popova ↔ Mustafa Demir,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Cornell University,"Cornell University, University of Texas at Austin",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",10 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,3,
David Schmitt ↔ Chloe Lewis ↔ Laura Richter,David Schmitt,Chloe Lewis ↔ Laura Richter,90,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 90
}","{
  ""University"": 80,
  ""Degree"": 85,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 90
}","{
  ""University"": 10,
  ""Degree"": 15,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,California Institute of Technology (Caltech),"University of Illinois Urbana–Champaign, Florida International University",Drama,"Drama, Drama","Theatre productions, script analysis","Theatre productions, script analysis, Theatre productions, script analysis",Struggles with stage design,Struggles with stage design,Stage director,"Stage director, Stage director",10 miles,"10 miles, 10 miles",In Person,"Hybrid, Online",,University mismatch (-5),,,1,
Diego Torres ↔ Dariusz Kowalski ↔ Mateo Silva,Diego Torres,Dariusz Kowalski ↔ Mateo Silva,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Georgia Institute of Technology,"Georgia Institute of Technology, Cornell University",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",9 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,1,
Diego Torres ↔ Alexei Ivanov ↔ Dariusz Kowalski,Diego Torres,Alexei Ivanov ↔ Dariusz Kowalski,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Georgia Institute of Technology,"University of California, Los Angeles, Georgia Institute of Technology",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",9 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,2,
Diego Torres ↔ Dariusz Kowalski ↔ Yuki Tanaka,Diego Torres,Dariusz Kowalski ↔ Yuki Tanaka,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Georgia Institute of Technology,"Georgia Institute of Technology, University of California, San Diego",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",9 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,3,
Elena Popova ↔ Lucas Evans ↔ Mikhail Orlov,Elena Popova,Lucas Evans ↔ Mikhail Orlov,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Cornell University,"Cornell University, University of California, Berkeley",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",9 miles,"9 miles, 9 miles",In Person,"In Person, In Person",,,,,1,
Elena Popova ↔ David Kim ↔ Hiroshi Sato,Elena Popova,David Kim ↔ Hiroshi Sato,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Cornell University,"Cornell University, Florida International University",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",9 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,2,
Elena Popova ↔ Grace Lee ↔ Isabella Rossi,Elena Popova,Grace Lee ↔ Isabella Rossi,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Cornell University,"University of California, San Diego, Cornell University",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",9 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,3,
Emily Brown ↔ Mateusz Zielinski ↔ Sofia Garcia,Emily Brown,Mateusz Zielinski ↔ Sofia Garcia,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Florida International University,"University of California, Berkeley, Florida International University",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,1,
