Match Name,Student A,Student B,Matched Categories,Category Scores - Student A,Category Scores - Student B,Category Score Difference,Aggregate Matching Score,Match Summary (AI),Match Type (AI),Best Match (AI),Student A - University,Student B - University,Student A - University : Weight,Student B - University : Weight,Student A - Meet-up Mode,Student B - Meet-up Mode,Student A - Meet-up Mode : Weight,Student B - Meet-up Mode : Weight,Student A - Degree,Student B - Degree,Student A - Degree : Weight,Student B - Degree : Weight,Student A - Learning Habits,Student B - Learning Habits,Student A - Learning Habits : Weight,Student B - Learning Habits : Weight,Student A - Struggling Concepts,Student B - Struggling Concepts,Student A - Struggling Concepts : Weight,Student B - Struggling Concepts : Weight,Student A - Career Goals,Student B - Career Goals,Student A - Career Trajectories : Weight,Student B - Career Trajectories : Weight,Student A - Meet-up Distance,Student B - Meet-up Distance : Score,Student A - Meet-up Distance : Weight,Student B - Meet-up Distance : Weight,University Match,Meet-up Mode Match,Degree Match,Learning Habits Match,Struggling Concepts Match,Career Goals Match,Meet-up Distance Match,University - Both Care,Meet-up Mode - Both Care,Degree - Both Care,Learning Habits - Both Care,Struggling Concepts - Both Care,Career Goals - Both Care,Meet-up Distance - Both Care,University - Adjusted Score,Meet-up Mode - Adjusted Score,Degree - Adjusted Score,Learning Habits - Adjusted Score,Struggling Concepts - Adjusted Score,Career Goals - Adjusted Score,Meet-up Distance - Adjusted Score,Aggregate Adjusted Score,Select for Group,Groups
Ivan Horvat ↔ Linh Tran,Ivan Horvat,Linh Tran,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,California Institute of Technology (Caltech),"University of California, San Diego",2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ivan Horvat ↔ Santiago Lopez,Ivan Horvat,Santiago Lopez,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,California Institute of Technology (Caltech),"University of California, Berkeley",2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ivan Horvat ↔ Sofia Petrova,Ivan Horvat,Sofia Petrova,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,California Institute of Technology (Caltech),University of Illinois Urbana–Champaign,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ivan Horvat ↔ Pedro Alvarez,Ivan Horvat,Pedro Alvarez,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,California Institute of Technology (Caltech),University of Michigan – Ann Arbor,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ivan Horvat ↔ Tomasz Nowak,Ivan Horvat,Tomasz Nowak,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,California Institute of Technology (Caltech),Purdue University,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ivan Horvat ↔ Lucas Meyer,Ivan Horvat,Lucas Meyer,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,California Institute of Technology (Caltech),"University of California, Berkeley",2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Jacob Green ↔ Liam O'Connor,Jacob Green,Liam O'Connor,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,Cornell University,Georgia Institute of Technology,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Jacob Green ↔ Yuki Tanaka,Jacob Green,Yuki Tanaka,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,Cornell University,"University of California, San Diego",2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,checked,
Jacob Green ↔ Sibel Yilmaz,Jacob Green,Sibel Yilmaz,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,Cornell University,University of Michigan – Ann Arbor,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Jacob Green ↔ Nadia Benali,Jacob Green,Nadia Benali,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,Cornell University,"University of California, Los Angeles",2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Jacob Green ↔ Maria Rodriguez,Jacob Green,Maria Rodriguez,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,Cornell University,Stanford University,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Jacob Green ↔ Samuel Mensah,Jacob Green,Samuel Mensah,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,Cornell University,Carnegie Mellon University,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Jacob Green ↔ Victoria Smith,Jacob Green,Victoria Smith,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,Cornell University,University of Illinois Urbana–Champaign,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Jacob Green ↔ Sofia Garcia,Jacob Green,Sofia Garcia,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,Cornell University,Florida International University,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Jamal Carter ↔ Yusuf Ali,Jamal Carter,Yusuf Ali,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 90,
  ""Learning Habits : Score"": 90,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 90,
  ""Meet-up Mode : Score"": 90
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 90,
  ""Learning Habits : Score"": 90,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 90,
  ""Meet-up Mode : Score"": 90
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,California Institute of Technology (Caltech),Massachusetts Institute of Technology (MIT),2,2,In Person,In Person,2,2,Biology,Biology,2,2,"Group study, flashcards","Group study, flashcards",2,2,Genetics,Genetics,2,2,Research scientist,Research scientist,2,2,90,90,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,4,4,4,4,4,4,16,,
Jamal Carter ↔ Juan Martinez,Jamal Carter,Juan Martinez,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 90,
  ""Learning Habits : Score"": 90,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 90,
  ""Meet-up Mode : Score"": 90
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 90,
  ""Learning Habits : Score"": 90,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 90,
  ""Meet-up Mode : Score"": 90
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,California Institute of Technology (Caltech),University of Texas at Austin,2,2,In Person,In Person,2,2,Biology,Biology,2,2,"Group study, flashcards","Group study, flashcards",2,2,Genetics,Genetics,2,2,Research scientist,Research scientist,2,2,90,90,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,4,4,4,4,4,4,16,,
Jamal Carter ↔ Mohammed Hassan,Jamal Carter,Mohammed Hassan,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 90,
  ""Learning Habits : Score"": 90,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 90,
  ""Meet-up Mode : Score"": 90
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 90,
  ""Learning Habits : Score"": 90,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 90,
  ""Meet-up Mode : Score"": 90
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,California Institute of Technology (Caltech),University of Miami,2,2,In Person,In Person,2,2,Biology,Biology,2,2,"Group study, flashcards","Group study, flashcards",2,2,Genetics,Genetics,2,2,Research scientist,Research scientist,2,2,90,90,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,4,4,4,4,4,4,16,,
Jamal Carter ↔ Oscar Lindberg,Jamal Carter,Oscar Lindberg,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 90,
  ""Learning Habits : Score"": 90,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 90,
  ""Meet-up Mode : Score"": 90
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 90,
  ""Learning Habits : Score"": 90,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 90,
  ""Meet-up Mode : Score"": 90
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,California Institute of Technology (Caltech),Massachusetts Institute of Technology (MIT),2,2,In Person,In Person,2,2,Biology,Biology,2,2,"Group study, flashcards","Group study, flashcards",2,2,Genetics,Genetics,2,2,Research scientist,Research scientist,2,2,90,90,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,4,4,4,4,4,4,16,,
Jamal Carter ↔ Mohamed Abdallah,Jamal Carter,Mohamed Abdallah,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 90,
  ""Learning Habits : Score"": 90,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 90,
  ""Meet-up Mode : Score"": 90
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 90,
  ""Learning Habits : Score"": 90,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 90,
  ""Meet-up Mode : Score"": 90
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,California Institute of Technology (Caltech),Purdue University,2,2,In Person,In Person,2,2,Biology,Biology,2,2,"Group study, flashcards","Group study, flashcards",2,2,Genetics,Genetics,2,2,Research scientist,Research scientist,2,2,90,90,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,4,4,4,4,4,4,16,,
Jamal Carter ↔ Julia Nowak,Jamal Carter,Julia Nowak,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 90,
  ""Learning Habits : Score"": 90,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 90,
  ""Meet-up Mode : Score"": 90
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 90,
  ""Learning Habits : Score"": 90,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 90,
  ""Meet-up Mode : Score"": 90
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,California Institute of Technology (Caltech),Massachusetts Institute of Technology (MIT),2,2,In Person,In Person,2,2,Biology,Biology,2,2,"Group study, flashcards","Group study, flashcards",2,2,Genetics,Genetics,2,2,Research scientist,Research scientist,2,2,90,90,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,4,4,4,4,4,4,16,,
